# Common English word | short Simplified Chinese gloss
# Derived from ECDICT. License: MIT.
# Source snapshot downloaded: 2026-08-25
# Source SHA-256: 1a6947e04785db63613a92e14903cdae7954f7e84860b10e68e5c7cbb3f9c3cf
a	第一个字母A
jaunt	远足
jauntily	快活地
jaunty	快活的
java	爪哇
javan	爪哇人[语]
javanese	爪哇的
javed	人名
javelin	标枪
javelina	[动]一种野
javier	哈维尔（第8
jaw	颚
jawbone	颚骨
jawbreaker	难发音的字
jawline	下颌的轮廓
jay	鸟
jaya	人名
jaybird	<方>=ja
jayne	杰恩（姓氏）
jaywalk	乱穿马路
jaywalker	乱穿马路的人
jazz	爵士乐
jazzed	把…奏成爵士
jazzman	爵士音乐家
jazzy	爵士的
jb	分线盒（Ju
jc	法学家（ju
jcb	作业控制块（
jd	法学博士
je	作业评估
jealous	嫉妒的
jealously	嫉妒
jealousy	妒忌
jean	牛仔裤
jeanette	[纺]细斜纹
jeanie	珍妮（人名）
jeanne	珍妮（女子名
jeannette	珍妮特
jeannie	珍妮（女子名
jeans	工装裤
jed	杰德（男子名
jeddah	吉达（沙特阿
jeep	吉普车
jeer	嘲笑
jeering	嘲弄的
jeeves	吉夫斯
jeez	呀
jefe	<西>n.政
jeff	杰夫（男子名
jefferies	杰弗里斯（男
jefferson	杰弗逊（姓氏
jeffersonian	杰斐逊派的
jeffery	杰弗里（人名
jeffrey	杰弗里（男子
jeffreys	杰弗里斯
jeffries	人名
jehan	吉安（女子名
jehovah	耶和华
jejunal	空肠的
jejune	贫弱的
jejunum	空肠
jekyll	哲基尔医生
jell	成胶状
jellicoe	人名
jellied	凝成胶状的
jello	果冻
jelly	果冻
jellyfish	水母
jellyroll	酱卷心蛋糕
jem	正义与平等运
jemima	杰迈玛
jemmy	铁橇
jen	珍（女子名）
jena	耶拿（德意志
jencks	人名
jenkin	煤柱中的窄道
jenkins	詹金斯（姓氏
jenkinson	人名
jenks	人名
jenna	詹娜（女子名
jenner	詹纳
jennie	詹妮（女子名
jennifer	詹尼弗（女子
jennings	詹宁斯（姓氏
jenny	纺纱机
jens	（接）物镜
jensen	延森（姓氏）
jeopardise	使受危险
jeopardize	危害
jeopardy	危难
jepson	人名
jeremiad	悲叹
jeremiah	耶利米
jeremy	杰里米（男子
jericho	耶利哥
jerk	性情古怪的人
jerkily	痉挛性地
jerkin	男用无袖短上
jerking	颠簸
jerky	急动的
jermyn	杰明（人名）
jerome	杰罗姆（男子
jerry	草率的
jersey	运动衫
jerusalem	耶路撒冷
jervis	杰维斯
jerzy	人名
jespersen	耶斯佩森
jess	鹰的脚带
jessamine	素馨属植物
jesse	耶西
jessel	人名
jessica	杰西卡（女子
jessie	杰西（女子名
jessop	人名
jest	笑柄
jester	讲笑话的人
jesting	爱开玩笑的
jesu	耶稣
jesuit	耶稣会信徒
jesus	耶稣
jet	喷射流
jethro	杰思罗（人名
jetliner	喷气客机
jetsam	投弃货物
jett	杰特（姓）
jettison	投弃
jetty	突堤
jetway	喷气式飞机跑
jeune	人名
jeunesse	<法>n.[
jeux	（法语）游戏
jew	犹太人
jewel	珠宝
jeweled	用宝石装饰的
jeweler	宝石商
jewell	用宝石装饰
jewelled	用宝石装饰的
jeweller	宝石商
jewellery	宝石
jewelry	珠宝
jewels	珠宝
jewelweed	凤仙花
jewess	犹太女人
jewish	犹太人的
jewishness	犹太人身份
jewry	犹太人区
jewson	人名
jez	人名
jezebel	无耻放荡的女
jf	纪念邮资信封
jfk	约翰·菲茨杰
jg	少尉（jun
jh	保幼激素（j
ji	共同减量（J
jiang	江
jib	船首三角帆
jibe	嘲笑
jicama	豆薯
jiffy	瞬间
jig	吉格快步舞
jigger	小滑车
jigging	跳汰选
jiggle	轻摇
jiggling	轻摇
jigsaw	线锯
jihad	讨伐异教徒
jihadi	圣战分子
jihadist	伊斯兰圣战士
jill	吉尔（女子名
jillion	<美俚>巨量
jilly	吉莉（女子名
jilt	抛弃情人者
jilted	抛弃
jim	吉姆（人名）
jimbo	[坦桑尼亚]
jimi	人名
jimmie	吉米（男子名
jimmies	铁撬
jimmy	铁撬
jin	神灵（等于j
jingle	叮当声
jingling	发叮当声的
jingoism	侵略主义
jingoistic	强硬外交政策
jink	闪身
jinks	急转
jinny	固定绞车
jinx	不祥物
jiri	人名
jitney	小公共汽车
jitter	神经过敏
jitterbug	爵士乐迷
jitters	神经过敏
jittery	极度紧张不安
jive	摇摆乐
jj	林俊杰
jk	工作
jl	日本航空（J
jm	牙买加（Ja
jna	耶拿解剖学名
jnr	日本国有铁路
jo	乔（女子名
joachim	约阿希姆（姓
joan	琼（女子名）
joanna	乔安娜（女子
joanne	乔安妮（女子
joao	若昂（人名）
joaquim	人名
job	工作
jobber	批发商
jobbing	做零活的
jobcentre	（政府的）就
jobless	失职的
joblessness	失业
jobs	工作（job
jobson	人名
jocelyn	乔斯林（女子
jochen	人名
jock	苏格兰高原地
jockey	赛马骑师
jockeying	赛马骑师
jockstrap	下体弹力护身
jocose	开玩笑的
jocular	诙谐的
jocularity	诙谐
jocularly	打趣地
jocund	欢乐的
jodhpur	焦特布尔
jodie	[美军俚]平
jodrell	人名
jody	乔迪（女子名
joe	乔（男子名）
joel	约珥
joey	幼兽
joffe	人名
joffre	人名
jog	轻推
jogger	慢跑者
jogging	慢跑
joggle	轻摇
johan	约翰（男子名
johann	约翰（姓氏）
johanna	约翰娜（女子
johanne	人名
johannes	葡萄牙18
johannesburg	约翰内斯堡[
johannine	使徒约翰的
johansson	约翰逊（姓氏
john	盥洗室
johnboat	平底小船
johnnie	家伙
johnny	男人
johns	约翰斯（姓氏
johnson	约翰逊（姓氏
johnsonian	约翰逊的
johnston	约翰斯顿（姓
johnstone	人名
join	参加
joined	加入
joiner	细工木匠
joinery	细木工技术
joining	接缝
joint	连接处
jointly	共同地
joist	托梁
jojoba	加州希蒙得木
joke	笑话
joker	诙谐者
jokester	喜欢开玩笑者
jokey	好开玩笑的
joking	戏谑的
jokingly	开玩笑地
joky	爱开玩笑的
jollity	高兴
jolly	愉快的
jolt	震摇
jolting	震压造型
jon	乔恩（男子名
jona	人名
jonah	约拿
jonas	乔纳斯（人名
jonathan	乔纳森（男子
jonathon	乔纳森（人名
jones	琼斯（姓氏）
jong	小伙子
jongleur	<法>n.中
joni	乔妮（女子名
jonny	乔尼（男子名
jonquil	长寿花
jonson	[姓氏]琼森
jonsson	人名
joplin	乔普林（地名
jopling	乔普林
jordan	约旦
jordanian	约旦的
jordi	人名
jorge	豪尔赫（男子
jos	交沙霉素
jose	约瑟（人名）
josef	约瑟夫（人名
joseph	约瑟夫（男子
josephine	约瑟芬（女子
josephs	人名
josh	戏弄
joshi	乔希（人名）
joshua	约书亚
josiah	约西亚（男子
josie	乔茜（女子名
joss	偶像
jostle	推挤
jostling	冲撞别人的马
jot	少量
jotting	简短的笔记
joubert	人名
joule	焦耳
jounce	震动
journal	日记
journaling	记日志
journalism	新闻业
journalist	新闻记者
journalistic	新闻业的
journalistically	报刊地
journey	旅程
journeying	旅行
journeyman	雇工
journo	<澳俚>报人
joust	马背长矛打斗
jousting	（骑士）骑马
jove	朱庇特主神
jovi	乔维（姓氏）
jovial	快活的
joviality	快乐
jovially	愉快地
jovian	朱庇特神的
jowell	人名
jowett	[姓氏]周伊
jowl	颚骨
jowly	下颚宽厚的
joy	欢喜
joyce	乔伊斯（女名
joycean	乔伊斯专家
joyful	欢喜的
joyfully	高兴地
joyfulness	欢喜
joyless	不高兴的
joyous	快乐的
joyously	快乐地
joyride	驾车兜风
joyrider	乘汽车兜风的
joyriding	疯狂驱车
joystick	操纵杆
jp	治安官
jr	初级
js	射流研究
jt	连接（joi
ju	六月（Jun
juan	胡安（男子名
juanita	胡安妮塔（女
juba	朱巴舞
jubilant	欢呼的
jubilantly	欢欣地
jubilation	欢呼
jubilee	五十周年纪念
judaea	朱迪亚
judah	犹太
judaic	犹太教的
judaism	犹太教
judas	犹大
judd	贾德（姓氏）
judder	声调急剧变化
juddering	颤抖
jude	犹大
judea	朱迪亚
judean	犹太的
judge	法官
judged	判断正确的
judgement	审判
judgemental	判断的
judgeship	法官的地位
judging	判断
judgment	裁判
judgmental	审判的
judi	朱迪（人名）
judicature	司法
judicial	法庭的
judicially	依法判决地
judiciary	司法的
judicious	头脑精明的
judiciously	明智而审慎地
judiciousness	明智
judith	朱迪思（女子
judo	柔道
judy	朱迪（女子名
jug	水壶
juggernaut	世界主宰
juggle	玩戏法
juggler	变戏法者
juggling	欺诈的
jugular	咽喉的
juice	汁
juiced	有汁的
juicer	榨汁器
juiciness	多汁
juicy	多汁液的
jujitsu	柔术
juju	物神
juke	用假动作诱使
jukebox	自动唱机
jul	七月
julep	甜酒
jules	朱尔斯（男子
julia	朱莉娅（女子
julian	尤利乌斯恺撒
juliana	朱莉安娜
julie	朱莉（女子名
julien	朱利安（女子
julienne	切成条的
juliet	朱丽叶（莎士
juliette	朱丽叶（女子
julio	胡里奥（男子
julius	朱利叶斯（男
july	七月
jumble	搀杂
jumbled	乱七八糟的
jumbo	庞然大物
jump	跳跃
jumped-up	勿忙拼凑的
jumper	跳跃者
jumping	跳跃的
jumpstart	安装
jumpsuit	连衣裤
jumpy	跳跃的
jun	六月
junction	连接
juncture	接合
june	六月
jung	荣格（姓氏）
jungian	支持荣格的人
jungle	丛林
jungly	丛林的
junior	年少者
juniper	杜松属
junk	垃圾
junked	丢弃
junker	吸食麻药者
junkers	人名
junket	用公费游山玩
junkie	有毒瘾者
junkman	拾废铁者
junky	吸海洛因成瘾
junkyard	废品旧货栈
juno	朱诺
junta	以武力政变上
junto	私党
jupiter	朱庇物
jura	法律
jural	法制的
jurassic	侏罗纪的
juridical	裁判上的
juried	陪审团
jurisdiction	司法权
jurisdictional	司法权的
jurisprudence	法律学
jurisprudential	法律学的
jurist	法学家
juror	陪审员
jury	陪审团
jus	（拉）法律
just	正直的
justice	正义
justiciable	可在法庭裁决
justifiable	可辩解的
justifiably	无可非议地
justification	辩护
justificatory	认为正当的
justified	有道理的
justify	替...辩护
justifying	活字整理
justin	贾斯廷（男子
justine	贾丝廷（女子
justinian	东罗马帝国皇
justly	公正地
justness	公正
jut	尖端
jute	朱特人
jutland	日德兰半岛
jutting	（使）突出
juvenal	羽毛未丰的
juvenile	少年
juvenilia	少年读物
juventus	尤文图斯
juxtapose	并置
juxtaposed	把…并列
juxtaposition	并排
jvc	日本胜利公司
jw	水套（jac
k	键
ka	千安培
kabbalah	喀巴拉（犹太
kabob	烤肉串
kabuki	（日本）歌舞
kabul	喀布尔
kachina	克奇纳神（霍
kadhafi	人名
kadi	下级法官
kaffir	<南非><忌
kaffiyeh	头巾
kafir	卡菲尔高粱
kafka	卡夫卡（奥地
kafkaesque	卡夫卡式
kaftan	土耳其式长衫
kahlo	人名
kahn	[医]康氏试
kahuna	（夏威夷）卡
kai	卡伊（姓氏）
kaiser	皇帝
kala	卡拉（女子名
kalahari	喀拉哈里沙漠
kalamazoo	卡拉马祖
kalashnikov	卡拉什尼科夫
kaldor	人名
kale	无头甘蓝类
kaleidoscope	万花筒
kaleidoscopic	万花筒似的
kali	钾
kaliningrad	加里宁格勒
kalman	卡尔曼
kama	[印神]爱神
kamal	（印度语）卡
kamara	人名
kameez	克米兹（许多
kami	（日）神道教
kamikaze	神风对队员
kampala	坎帕拉[乌干
kampf	人名
kampuchea	柬埔寨
kan	赣江
kandinsky	康定斯基（人
kane	凯恩（姓氏
kang	（汉）炕
kanga	肯加女服（非
kangaroo	袋鼠
kanji	汉字
kano	卡诺[尼日利
kansas	堪萨斯州
kant	康德（德国哲
kantian	康德的
kao	花王（公司名
kaolin	瓷土
kaplan	卡普兰（男子
kapok	木棉
kappa	希腊文第十个
kaput	完蛋了的
kara	喀拉海（北冰
karachi	卡拉奇
karajan	卡拉扬（人名
karaoke	卡拉OK
karat	开
karate	空手道
karel	卡雷尔（人名
karelian	卡累利阿人[
karen	凯伦（人名）
karenina	卡列尼娜（人
karim	卡里姆（男子
karin	增血鬼（漫画
karl	卡尔（男子名
karlsruhe	卡尔斯鲁厄
karma	因果报应
karmic	命运
karnak	卡纳克神庙（
karnataka	卡纳塔克邦[
karpov	人名
karr	人名
karst	喀斯特
karsten	卡斯滕（人名
kart	小型赛车
kasha	荞麦粥
kashmir	克什米尔
kashmiri	克什米尔语
kasparov	人名
kasper	卡斯帕
kassel	卡塞尔[德意
kat	代码地址转换
kata	<日>n.形
katarina	人名
kate	凯特（女子名
katerina	人名
kath	人名
katharine	凯瑟琳（女子
katherine	凯瑟琳（女子
kathleen	凯思琳（女子
kathmandu	加德满都
kathryn	凯瑟琳（女子
kathy	凯西（女子名
katie	卡蒂（女子名
katmandu	加德满都
katrin	人名
katrina	卡特里娜
katy	凯蒂（女子名
katya	人名
katydid	美洲大螽斯
katz	卡茨（人名）
kaufman	考夫曼（人名
kaur	人名
kava	卡瓦胡椒
kavanagh	卡瓦纳（姓氏
kawasaki	川崎[日本本
kay	字母K
kayak	爱斯基摩人划
kayaker	（用帆布或塑
kayaking	[体]皮艇运
kaye	凯耶（姓氏）
kays	凯斯（人名）
kazakh	哈萨克人[族
kazakhstan	哈萨克斯坦（
kazan	喀山[苏联伏
kazoo	卡祖笛
kb	键盘
kc	千周
kcl	基尔霍夫电流
kda	千道尔顿
ke	动能（kin
kean	基恩（男子名
keane	基恩乐团
keanu	基努·里维斯
kearney	人名
kearton	人名
keating	基廷（姓氏
keaton	基顿（人名）
keats	济慈（英国诗
kebab	烤肉串配蔬菜
keble	人名
kedgeree	鸡蛋葱豆饭
kee	凯（姓氏）
keegan	基根（男子名
keel	龙骨
keelboat	龙骨式艇
keele	人名
keeler	驳船船员
keeley	姬莉（女子名
keeling	防擦索
keen	锋利的
keenan	基南（人名）
keene	基恩（人名）
keening	哭丧
keenly	锐利地
keenness	锐利
keep	生计
keep-fit	体操
keeper	监护人
keeping	保管
keepsake	纪念品
kefir	山羊乳酪
keg	小桶
kegan	基根（姓氏）
kegger	啤酒聚会
keighley	基思利（姓氏
keir	漂染缸
keiretsu	企业集团（源
keister	手提皮箱
keith	基思（男子名
kell	凯尔（人名）
kelleher	人名
keller	凯勒（男子名
kellett	人名
kelley	凯利（人名）
kellner	人名
kellogg	[姓氏]凯洛
kells	人名
kelly	凯利（男子名
kelman	人名
keloid	瘢痕疙瘩
kelp	海草
kelsall	人名
kelsey	凯尔西（男子
kelso	人名
kelvin	开SI热力学
kemal	人名
kemble	人名
kemp	冠军
kempe	[英格兰人姓
kempton	人名
ken	视野范围
kendal	肯德尔耳绿色
kendall	肯德尔
kendrick	肯德里克
kenilworth	人名
kennedy	肯尼迪（姓氏
kennel	狗舍
kennet	人名
kenneth	肯尼思（男子
kennington	人名
kenny	肯尼（姓氏）
kenosis	神性放弃
kenotic	[病理]排泄
kensington	肯辛通（美国
kent	肯特郡
kente	人名
kentish	肯特郡的
kenton	肯顿
kentucky	肯塔基州
kenwood	日本建伍（公
kenya	肯尼亚
kenyan	肯尼亚人
kenyatta	人名
kenyon	凯尼恩（姓氏
kepler	开普勒（德国
kept	keep的过
ker	角蛋白（Ke
kerala	喀拉拉邦（印
keratin	角蛋白
keratosis	角化病
kerb	街头的边石
kerbside	街道边
kerbstone	场外
kerchief	头巾
keren	克伦（女名）
kerf	劈痕
kerfuffle	混乱
